skill;check_line;backward_text
Perception;MATT: (violin playing) Make a perception check.;extended period of time. We'll just do the hit dice. It's been so long! Where are you at? All right! Wow, that was awful. I'm back, baby! Boy, I'm not. As you guys are completing your short rest, a new sound perks your ears as you're resting. You all stop for a moment and listen. It's the sound of a soft violin. Echoey. In the direction of where the candles are being stored. Can I peek through the little thing?
Stealth;MATT: Make a stealth check as you approach the;It's a tiny, elderly kobold who's like (squeaky violin music) I've seen you two in action. What if she fires and you follow with fire? I'll let her do the first attack, because you get assassinate, and then I'm going to Fireball immediately after that. And I'll Sacred Flame as well. Am I assassinating the king? Should we assess first the power of these other kobold around him? Fuck it! All right, let's do it. Eyes on the prize. Crossbow's ready.
Arcana;check. Sorry, not an athletics, an arcana check to;he's like (choking) "Why?" Life comes at you fast. (growling) All right. That ends your turn. Sure does. All right. Greldamine, your turn. Okay. I'm going to try and take his crown off his head since he's stunned. Okay, what are you going to do, are you going to grab and pull it off? Yeah! Okay. Oh wait, no! Can I use Mage Hand to do it? Is that what Mage Hand does? If you want to do that roll an athletics
Athletics;check. Sorry, not an athletics, an arcana check to;he's like (choking) "Why?" Life comes at you fast. (growling) All right. That ends your turn. Sure does. All right. Greldamine, your turn. Okay. I'm going to try and take his crown off his head since he's stunned. Okay, what are you going to do, are you going to grab and pull it off? Yeah! Okay. Oh wait, no! Can I use Mage Hand to do it? Is that what Mage Hand does? If you want to do that roll an athletics
Investigation;MATT: Make an investigation check.;tiny flame that's wavering lazily. Room is still on fire, and everything around it is awful, but apparently, it was at a point where the Sleep could take effect. Oh my gosh! You guys, grab as many candles as you can, and let's get the hell out of here! Snuff that flame? I don't know! If you damage it, it wakes back up. I'm not exactly sure how this thing works. I have a waterskin. If it's that size and sleeping, would that much water take it out? Let's grab all the candles we can. They might all be completely melted.
Investigation;investigation check? We're searching for candles.;as you can, and let's get the hell out of here! Snuff that flame? I don't know! If you damage it, it wakes back up. I'm not exactly sure how this thing works. I have a waterskin. If it's that size and sleeping, would that much water take it out? Let's grab all the candles we can. They might all be completely melted. Make an investigation check. About 20 seconds have passed. Should I make another death save? Yes, you should. Can somebody else please make an
Perception;perception check. If you have darkvision, you make;with Adventurefury, the Blessed Blade of the Thrill-Seeker in his hand, and knows, "No, this is your fate. This is your glory." And the last thing you see before you all vanish into the water is him scream and run towards the reformed Rakanishu's elemental form. LRJenkins1234! Your father's proud of you! So at this point, darkness takes over. You're being rushed around the current. It's battering you around at a rapid speed. Even those of you with darkvision, things are coming by so fast that you're only seeing things quick enough before it impacts you. I need all of you to make a
Medicine;MATT: Make a medicine check.;welcome sight as you recognize the nearby docks and humble buildings of Lakeshore, where you once left. You apparently were jettisoned to the bottom of Lake Everstill, and you're just around the corner from where you started this venture. Healing Word, level two; Healing Word, level three. Okay, you come to consciousness. She's a little worse for wear. Oh no. Do you have Revivify? If I use my Healing Word not knowing that she was dead-- did I use my Healing Word not knowing she was dead? Because I'm out of magic, at that point, if I've used two Healing Words.
Perception;perception check.;Right. The girl stands up at the table and she's like, "No! No, please! Not his eyes!" I have four of these. Right, and she sees you standing there, ready to go, and she's like, "No, please, please!" You threaten me all the time! Yeah, but she doesn't have any weapons on her! Neither do I! Actually, do you want to see if she has any weapons? Oh, well I'm very perceptive, Grog. You know that. Oh, you are perceptive. Right. Roll a
Stealth;TRAVIS: Okay. Roll a stealth check.;Yeah, it's like, you know, a blue denim. Yeah. So you see at her side this spear that's laying up against the table. Yeah, yeah. I don't know how you missed it the first time. It's a fucking spear, right there. She stands up and she's like, "No, no, please! No more eye-poking!" Grog, Grog! I'm going to try to turn invisible, if that's all right. Can I just do that? I don't know. Can you just do that, or do you roll? I normally just do that. Okay. Go invisible. All right, I'm going to go invisible and I'm going to try to swipe the spear before she gets to it.
